-0,-0
-1.7462,-3.0771e-06
-3.0326,-7.9126e-06
-0.18166,2.4341e-05
5.194,4.8606e-05
3.0808,6.217e-05
6.0689,8.3685e-05
3.2625,0.00012061
3.952,0.00014397
2.9881,0.00013229
4.3228,0.00015471
4.5526,0.00016545
1.5163,0.00016869
-0.13717,0.00012057
5.1495,0.000122
0.73776,0.00011221
-0.044488,7.2946e-05
-2.1577,6.8764e-05
1.4273,6.0814e-05
4.4599,5.2374e-05
0.18537,1.3112e-05
-2.4802,1.8274e-05
-0.68957,-2.3323e-05
2.7138,7.9879e-06
7.3999,2.483e-05
3.6777,3.3233e-05
0.96762,6.8274e-05
-0.59688,0.00012807
-0.18166,9.2087e-05
5.3794,5.7498e-05
1.1048,7.5283e-05
1.887,2.8071e-05
4.1374,1.688e-05
4.7343,9.8719e-06
0.092684,3.9299e-05
0.55239,8.5079e-05
-1.7906,9.1635e-05
0.41522,0.00012713
4.3228,0.00019812
0.50791,0.00022524
0.87493,0.00025373
4.9641,0.00028595
2.1169,0.00028689
5.1013,0.00030279
4.4599,0.0002668
4.2746,0.00026025
2.3467,0.00032193
5.8836,0.00028316
-1.0121,0.00023176
-3.7222,0.00026164
-1.3309,0.00023361
4.0002,0.00021726
2.8509,0.00024107
-2.1577,0.00023689
2.3467,0.00024578
-0.87123,0.00024861
-0.78225,0.00024533
7.4481,0.00027102
2.4839,0.00032894
2.7138,0.00029435
4.8715,0.00028919
7.4481,0.00026398
5.0123,0.00023968
0.27805,0.00023734
2.6656,0.00025369
0.73776,0.00025836
0.36703,0.00025787
5.7464,0.00028124
7.0328,0.00025181
0.96762,0.00021537
4.2301,0.00019201
7.1255,0.00016541
5.8391,0.0001243
2.1614,0.00010934
2.0687,0.00014393
8.3193,0.00014254
2.5766,0.00017943
2.5284,0.00017242
4.5526,0.00019066
-2.6174,0.00015701
5.0568,0.0001402
1.6572,0.00015188
0.73776,0.00015237
-2.9881,0.00014442
2.4357,0.00018135
1.6572,0.00016733
1.7462,0.00014586
4.5044,0.00013651
1.0121,0.00014397
-0,0.00017713
3.4923,0.00023971
4.4599,0.00020746
-2.7583,0.00025369
-1.2383,0.00024295
4.1819,0.00022381
1.7462,0.00024066
4.0929,0.00031213
3.6777,0.00030885
2.2059,0.0002939
2.0242,0.00032283
-2.7101,0.00034386
3.952,0.00023316
1.976,0.00023971
3.7222,0.00027943
3.0363,0.00025
4.6416,0.00021869
3.5405,0.00033779
2.1614,0.00032329
4.1819,0.00033497
1.7944,0.00033919
4.3673,0.0003532
4.8715,0.00031258
3.8631,0.000378
1.2864,0.00038127
4.1819,0.00042562
4.0929,0.00047513
3.218,0.00051714
1.6572,0.00047185
3.8631,0.00055452
0.91942,0.00056296
5.2867,0.00056575
2.6211,0.00062698
7.7669,0.00067182
2.8065,0.00062698
2.5284,0.00067182
3.2625,0.00070173
3.4478,0.00071059
-2.2504,0.00078719
3.6777,0.00083858
4.0447,0.00082735
-0.41152,0.00084416
7.17,0.00085117
3.9075,0.00082219
5.2867,0.00088293
-0.36703,0.00092543
1.1975,0.00095486
4.3673,0.0010945
4.9196,0.0011637
4.7825,0.0012071
-4.8715,0.0013071
2.1614,0.0013632
3.1253,0.0013557
6.9883,0.0014295
9.6539,0.0014468
2.2541,0.0014767
3.1253,0.0015533
5.4238,0.0015785
3.2625,0.0015729
4.5526,0.0016827
2.2541,0.0017406
1.5163,0.0018135
3.5405,0.0018887
5.3312,0.0019816
8.779,0.0019704
-0.5042,0.002005
3.8149,0.0020045
6.5286,0.0020111
3.952,0.002062
4.3228,0.002134
11.86,0.0021914
4.9641,0.0022307
2.1614,0.0022942
5.3312,0.0023171
4.5971,0.0023731
5.9762,0.0023992
3.8149,0.0024306
3.6332,0.0024964
6.7585,0.00251
6.0207,0.0025161
5.0123,0.002567
2.3467,0.0026104
3.4478,0.0025931
5.561,0.0026482
1.8388,0.0026637
5.6537,0.00273
0.96762,0.0028361
8.3193,0.0028972
3.2625,0.0029725
2.8065,0.0030336
3.7704,0.0030565
5.0568,0.0030925
-0.82674,0.0031289
6.8957,0.0031327
5.9762,0.0032747
6.1616,0.0033275
6.2988,0.0033592
8.1821,0.0034246
5.7019,0.0035512
6.2506,0.0035255
7.7669,0.0035401
2.3912,0.0036199
7.4925,0.0036704
6.436,0.0037087
8.3193,0.0037619
5.8391,0.0038338
0.55239,0.003859
6.3915,0.003924
9.8356,0.0039305
3.3551,0.0040272
5.5165,0.0040772
7.3999,0.0041258
6.6213,0.0041832
7.537,0.0043239
8.4565,0.0043057
6.8957,0.0043472
1.976,0.0044024
4.4117,0.0044388
4.3228,0.0044266
4.0447,0.0045813
5.0123,0.0046864
5.1495,0.0047583
6.6658,0.0048471
2.8954,0.0048994
5.472,0.0048924
5.561,0.004941
5.0568,0.0050092
5.8836,0.0050862
6.5286,0.0051582
6.803,0.0052492
8.1376,0.0052595
9.1015,0.0052404
5.1495,0.0052212
1.887,0.0052857
5.2422,0.0053114
3.7704,0.0053721
10.343,0.0054403
7.3999,0.0055445
5.8391,0.0055777
7.4925,0.005601
5.3312,0.0056772
4.6898,0.0057468
9.6539,0.0057865
11.215,0.0058089
5.8836,0.0058607
4.9641,0.0058729
6.9883,0.0059126
9.5612,0.0059224
7.6297,0.0059761
0.91942,0.006028
7.3072,0.0060966
6.6658,0.0062139
7.4481,0.0063055
10.251,0.0063797
8.3193,0.006496
6.0207,0.0065726
7.0328,0.0065418
7.8151,0.0066086
7.8151,0.0066465
6.6658,0.0066348
6.6658,0.0066796
