step,cracktip_ratio,time,ELM
1,0.07999999999999996,18.10408592224121,50970
2,0.07999999999999996,21.989194869995117,53012
3,0.07999999999999996,25.355823755264282,54990
4,0.040000000000000036,28.806787729263306,58692
5,0.10942085341683316,32.47455382347107,60530
6,0.12413128012524977,36.3925986289978,63297
7,0.14619692018787478,40.41105270385742,66770
8,0.1682625602504998,44.674521684646606,70002
9,0.18888160986925495,49.280667781829834,73312
10,0.20799293847671063,54.01731300354004,77878
11,0.2286119880954658,58.94470977783203,80681
12,0.23892151290484342,64.03305292129517,84578
13,0.23892151290484342,69.4479627609253,88931
14,0.25714674932861403,75.13914084434509,92029
15,0.2585566259886165,80.89092087745667,95687
16,0.2666761985359072,86.94335889816284,99238
17,0.269646166048052,93.11865592002869,103890
18,0.2776425831991046,99.95148372650146,108806
19,0.27923246272755853,107.11338591575623,112937
20,0.283066766170893,114.15259289741516,117402
21,0.2855257440525901,122.01107287406921,120726
22,0.2855257440525901,129.9493329524994,125106
23,0.2855257440525901,138.0455527305603,128242
24,0.28972204228650367,146.3287377357483,131400
25,0.2915521253761828,154.80684900283813,136032
26,0.2915521253761828,163.68966579437256,138741
27,0.2915521253761828,172.56880164146423,141956
28,0.2915521253761828,181.63591074943542,146124
29,0.2915521253761828,190.99635100364685,148005
30,0.2915521253761828,200.64006876945496,151846
31,0.29293833997211227,210.38819789886475,156224
32,0.29293833997211227,220.60445070266724,160408
33,0.29293833997211227,230.89262890815735,163934
34,0.29293833997211227,242.04392075538635,167702
35,0.29293833997211227,253.05387687683105,171825
36,0.29293833997211227,264.89448380470276,173503
37,0.2942498665819382,276.58796286582947,177160
38,0.2942498665819382,288.0394449234009,179560
39,0.2942498665819382,299.56937074661255,183498
40,0.3018722545824576,312.0310957431793,188528
41,0.3018722545824576,324.36961483955383,191631
42,0.3018722545824576,337.68196296691895,194889
43,0.3018722545824576,350.2846956253052,198604
44,0.3018722545824576,363.18894696235657,203127
45,0.3018722545824576,376.477059841156,206757
46,0.3018722545824576,390.07109570503235,208946
47,0.3018722545824576,403.488365650177,212178
48,0.3018722545824576,417.2808766365051,216026
49,0.3018722545824576,431.90048265457153,219066
50,0.3018722545824576,446.2068748474121,222300
51,0.3018722545824576,460.4219048023224,224060
52,0.3018722545824576,474.8022458553314,227572
53,0.3018722545824576,489.7625946998596,230760
54,0.3018722545824576,504.9179127216339,234242
55,0.3018722545824576,520.3210828304291,236272
56,0.3018722545824576,535.7898638248444,239203
57,0.3018722545824576,551.3498046398163,243258
58,0.3018722545824576,567.2475898265839,245822
59,0.3018722545824576,583.6980316638947,249652
60,0.30201545047161726,600.2990200519562,252251
61,0.30201545047161726,617.0174708366394,256485
62,0.30201545047161726,633.6954019069672,259881
63,0.30201545047161726,650.6587607860565,262566
64,0.30201545047161726,668.0470848083496,266903
65,0.30201545047161726,685.5823166370392,269724
66,0.30201545047161726,703.2967948913574,272920
67,0.30201545047161726,721.4667398929596,274327
68,0.30201545047161726,739.91823387146,277488
69,0.30201545047161726,759.2488539218903,280160
70,0.30201545047161726,777.4816896915436,281714
71,0.30201545047161726,796.1586859226227,287587
72,0.30201545047161726,815.9110479354858,290197
step,cracktip_ratio,time,ELM
1,0.07999999999999996,3.3719160556793213,51047
2,0.10942085341683316,6.810909032821655,54629
3,0.15388080202024323,10.538656949996948,76356
4,0.18367858568990136,17.358295917510986,215521
5,0.2081814036031231,45.42300200462341,1210217
6,0.22956199046626324,239.62498211860657,8793408
