step,cracktip_ratio,time,ELM
28,0.6535959468210846,201.03599095344543,46135
29,0.6664481295623741,209.8460178375244,46763
30,0.6782895480901656,219.2804820537567,47273
31,0.690101141551229,228.99142146110535,47785
32,0.7011650667513308,238.3816146850586,48343
33,0.7119897048110724,247.67852568626404,48801
34,0.722332586481442,260.3928246498108,49275
35,0.7318970128427198,269.89751839637756,49651
36,0.7411379872869216,279.6450731754303,50049
37,0.750090956440348,289.5830202102661,50377
38,0.7585263964648072,299.44005060195923,50705
39,0.7669565274005352,311.63449931144714,51031
40,0.7747928006144092,326.3127703666687,51293
41,0.7821379548474143,342.35861563682556,51595
42,0.7891371407090483,352.61603927612305,51845
43,0.79666465435707,368.21836042404175,52083
44,0.8029624609179183,380.57779240608215,52329
45,0.8090020084183431,392.42706632614136,52547
46,0.8156596444509595,402.4964165687561,52771
47,0.8210808619155192,409.1041188240051,52989
48,0.8269797018112166,418.53724813461304,53131
49,0.8324423942477088,428.8230092525482,53307
50,0.8374711629788925,438.5460481643677,53501
51,0.841979989889144,445.5229067802429,53631
52,0.8464060744398603,452.7819902896881,53731
53,0.8507925993395095,462.69708800315857,53811
54,0.8549721972861694,469.63230872154236,53909
55,0.8591768951608503,480.2207918167114,54047
56,0.8632393256616302,490.60088896751404,54145
57,0.866436527002811,497.63019943237305,54265
58,0.8699599546820356,505.0076410770416,54331
59,0.8742182154938198,512.1811125278473,54405
60,0.8770160416805148,523.4675662517548,54515
61,0.8796365138155805,530.6593396663666,54629
62,0.883243672122084,537.7908902168274,54709
63,0.8860339374467735,548.0990014076233,54835
64,0.8887905708365399,556.655179977417,54907
65,0.8906328055623761,564.1016492843628,54935
66,0.8933095119640029,571.4492373466492,55071
67,0.8959394935544914,579.1250314712524,55159
68,0.8976715885657731,586.5420310497284,55189
69,0.9002463686771266,596.8436393737793,55259
70,0.9019640540266602,605.183509349823,55319
71,0.9037379976454093,612.8063788414001,55383
72,0.9054764978240444,620.1079425811768,55419
73,0.907197768686454,627.8429801464081,55471
74,0.9089057016286458,635.8890380859375,55527
75,0.9097863439401772,643.6875858306885,55565
76,0.9114848825861949,651.0303661823273,55595
77,0.9132234349928657,658.7179896831512,55675
78,0.914931585339645,666.6513271331787,55701
79,0.9158008615429805,674.2864713668823,55753
80,0.9166701377463158,678.6720530986786,55753
81,0.917537693387572,683.0839951038361,55753
82,0.9192424026101927,1974.573625087738,55811
83,0.9201099582514489,1982.3650074005127,55857
84,0.9209471118328136,1989.5786106586456,55875
85,0.9218146674740697,1996.5673859119415,55887
86,0.9226518210554344,2003.7326200008392,55923
87,0.92437778874774,2010.5975081920624,55959
88,0.9252362007987895,2014.7954392433167,55959
89,0.9260830611648135,2022.0641753673553,56025
90,0.9269530249008885,2029.064527273178,56031
91,0.9286467456329364,2033.3056600093842,56031
92,0.9286582973179619,2040.5495800971985,56057
93,0.9295167093690113,2047.6831607818604,56135
94,0.9303635697350353,2051.979020833969,56135
95,0.931202452866221,2056.2096009254456,56135
96,0.9320528876824323,2063.426497220993,56151
97,0.932891770813618,2070.63458609581,56179
98,0.9329033224986435,2078.0196437835693,56199
99,0.9337306539448037,2085.5738637447357,56215
100,0.9345695370759894,2092.8376631736755,56237
step,cracktip_ratio,time,ELM
1,0.11209566939590199,4.663414716720581,15495
2,0.13147701406026402,8.849780082702637,16317
3,0.15144305783445566,12.849276542663574,17285
4,0.17432517044435847,17.10777735710144,18325
5,0.19695667839367315,22.026084899902344,19466
6,0.22041456086039668,25.857207775115967,20863
7,0.24346229463881852,30.079795598983765,22377
8,0.26656358842570194,37.68493175506592,24167
9,0.2909908480209922,45.37778043746948,26140
10,0.31398250401387584,52.68595290184021,28010
11,0.3379604830102717,61.280473947525024,30020
12,0.36009174674121325,68.2930359840393,31891
13,0.3829710262627839,77.22806191444397,33926
14,0.405008457104301,84.36005353927612,35917
15,0.4267697923943089,92.81285166740417,38075
16,0.44731883110392023,101.92635917663574,40330
17,0.4682103807868968,110.42559266090393,42270
18,0.4881250421205837,119.49842429161072,44414
19,0.5072845606636884,128.3868727684021,46673
20,0.5259705394024833,142.1057460308075,48976
21,0.5435687284782765,153.59629487991333,51157
22,0.5609387231454647,165.34958624839783,53313
23,0.5772337140281039,179.29253840446472,55573
24,0.5934515811638756,191.05637550354004,57983
25,0.6080808449045201,202.79044365882874,60214
26,0.6237700301866913,215.38928699493408,62470
27,0.6380024266682082,228.35060167312622,64919
28,0.652049652599684,245.8938775062561,67324
29,0.6650308180537996,259.96283435821533,69776
30,0.6778628155064901,274.30514430999756,72169
31,0.6906448219101632,289.3768045902252,74824
32,0.7021591265100207,305.0909583568573,77142
33,0.7134821746387892,320.9246120452881,79869
34,0.7244162538781826,337.08725666999817,82252
35,0.7349361451075929,355.4618122577667,84610
36,0.7451782164018588,374.64107394218445,87467
37,0.7550425414137141,400.2918698787689,89901
38,0.7644743790463404,428.0488905906677,92707
39,0.7728754500305756,448.5650818347931,95426
40,0.7821379548474143,470.2171280384064,98178
41,0.7902477465914763,501.2070903778076,100717
42,0.7981921949367472,523.5951042175293,103436
43,0.8059409007844873,548.0384616851807,106247
44,0.8140842385040605,579.0958993434906,109038
45,0.8210778300916983,602.4982154369354,111778
46,0.8284409293942735,627.2404522895813,114703
47,0.8349567786133008,652.7371537685394,117412
48,0.8413105863003518,679.1784145832062,120231
49,0.8479497131264261,705.7924249172211,122947
50,0.8538854559740239,732.1144866943359,125722
51,0.8601088191350842,759.9707374572754,129129
52,0.8654379082139423,806.4383239746094,132523
53,0.8709585734709043,836.9114751815796,136666
54,0.8768841488523604,866.9145016670227,140209
55,0.8822847731456276,898.445686340332,143762
56,0.8879517353996862,931.3374636173248,147462
57,0.8932627871528647,978.205112695694,151025
58,0.8985609984769831,1012.7799265384674,154512
59,0.9046225313529483,1050.4162993431091,157903
60,0.9097996818603948,1088.515837430954,161542
61,0.9158312636028718,1129.5608994960785,165362
62,0.9218375716127567,1181.359710931778,169124
63,0.9286698490029874,1221.530546426773,172822
64,0.9354656741680973,1263.8340482711792,176567
65,0.9418447080958128,1305.913060426712,180065
66,0.9481594468976223,1348.0611763000488,184164
67,0.9559785384557606,1390.7351932525635,187917
68,0.963838140342762,1435.6048395633698,191884
69,0.9725171027655218,1479.6274862289429,195763
70,0.9836606036328552,1537.4841825962067,199938
71,1.0,1598.8240375518799,204674
72,1.0,1647.3085186481476,209807
73,1.0,1702.8319835662842,214414
74,1.0,1753.8803696632385,219621
step,cracktip_ratio,time,ELM
1,0.1296756099286942,3.937566041946411,16589
step,cracktip_ratio,time,ELM
1,0.11209566939590199,3.5852160453796387,15495
2,0.13147701406026402,7.191170930862427,16317
3,0.15144305783445566,10.934110164642334,17285
4,0.17432517044435847,15.119514465332031,18325
5,0.19695667839367315,19.43416404724121,19466
6,0.22041456086039668,22.94722270965576,20863
7,0.24346229463881852,26.63713502883911,22377
8,0.26656358842570194,31.919888734817505,24167
9,0.2909908480209922,37.62851572036743,26140
10,0.31398250401387584,43.932451486587524,28010
11,0.3379604830102717,50.82923722267151,30020
12,0.36009174674121325,56.378947496414185,31891
13,0.3829710262627839,64.36833882331848,33926
14,0.405008457104301,70.97718954086304,35917
15,0.4267697923943089,78.11120653152466,38075
16,0.44731883110392023,85.66844081878662,40330
17,0.4682103807868968,93.70814418792725,42270
18,0.4881250421205837,102.88311457633972,44414
19,0.5072845606636884,111.90109467506409,46673
20,0.5259705394024833,124.5554506778717,48976
21,0.5435687284782765,135.2645547389984,51157
22,0.5609387231454647,147.06383848190308,53313
23,0.5772337140281039,158.52833557128906,55573
24,0.5934515811638756,170.11460971832275,57983
25,0.6080808449045201,182.26288414001465,60214
26,0.6237700301866913,195.04425835609436,62470
27,0.6380024266682082,208.74116849899292,64919
28,0.652049652599684,235.104798078537,67324
29,0.6650308180537996,251.78770637512207,69776
30,0.6778628155064901,270.568430185318,72169
31,0.6906448219101632,290.7039918899536,74824
32,0.7021591265100207,311.0220627784729,77142
33,0.7134821746387892,331.92138051986694,79869
34,0.7244162538781826,353.6885561943054,82252
35,0.7349361451075929,375.7698163986206,84610
36,0.7451782164018588,401.87281703948975,87467
37,0.7550425414137141,437.405779838562,89901
38,0.7644743790463404,472.6939663887024,92707
39,0.7728754500305756,499.24420523643494,95426
40,0.7821379548474143,527.3010532855988,98178
41,0.7902477465914763,563.6363699436188,100717
42,0.7981921949367472,595.5876939296722,103436
43,0.8059409007844873,626.0088756084442,106247
44,0.8140842385040605,669.6876864433289,109038
45,0.8210778300916983,702.8625686168671,111778
46,0.8284409293942735,738.492329120636,114703
47,0.8349567786133008,775.168333530426,117412
48,0.8413105863003518,811.8642821311951,120231
49,0.8479497131264261,848.2868270874023,122947
50,0.8538854559740239,888.3638231754303,125722
51,0.8601088191350842,928.0690581798553,129129
52,0.8654379082139423,984.5212976932526,132523
53,0.8709585734709043,1015.1782732009888,136666
54,0.8768841488523604,1046.0775065422058,140209
55,0.8822847731456276,1083.608929157257,143762
56,0.8879517353996862,1125.3906445503235,147462
57,0.8932627871528647,1174.5868999958038,151025
58,0.8985609984769831,1210.7159550189972,154512
59,0.9046225313529483,1247.5541715621948,157903
60,0.9097996818603948,1284.8183298110962,161542
61,0.9158312636028718,1328.0677750110626,165362
62,0.9218375716127567,1383.6420576572418,169124
63,0.9286698490029874,1430.9844424724579,172822
64,0.9354656741680973,1482.2143487930298,176567
65,0.9418447080958128,1527.0643780231476,180065
66,0.9481594468976223,1591.6941440105438,184164
67,0.9559785384557606,1643.9863662719727,187917
68,0.963838140342762,1692.2483837604523,191884
69,0.9725171027655218,1740.4974853992462,195763
70,0.9836606036328552,1810.6965901851654,199938
71,1.0,1877.958773136139,204674
72,1.0,1929.857843875885,209807
73,1.0,1977.3213274478912,214414
74,1.0,2025.3870556354523,219621
75,1.0,2076.178018093109,224768
76,1.0,2127.3339915275574,229706
77,1.0,2183.38459277153,234883
78,1.0,2244.7169251441956,240388
step,cracktip_ratio,time,ELM
1,0.11580380021646952,33.90222454071045,134456
step,cracktip_ratio,time,ELM
1,0.10959856195072515,33.12063002586365,134148
step,cracktip_ratio,time,ELM
1,0.11996186936000108,23.658321857452393,134746
step,cracktip_ratio,time,ELM
1,0.11162498041669322,40.557350873947144,134270
step,cracktip_ratio,time,ELM
1,0.11162498041669322,40.28597354888916,134270
2,0.1314013600125955,67.55105137825012,134998
3,0.15189210705938083,96.0449047088623,135718
4,0.17363997127477104,125.81840181350708,136364
5,0.19570925540976192,159.32951259613037,137106
step,cracktip_ratio,time,ELM
step,cracktip_ratio,time,ELM
1,0.11209566939590199,4.18000054359436,15503
2,0.13156340257539456,8.233819723129272,16327
3,0.15344267144199697,12.514296293258667,17355
4,0.1767376768178176,17.612734079360962,18369
5,0.19943289640783046,23.16251277923584,19455
6,0.22399167215112192,28.728879690170288,20725
7,0.24758498985185728,34.92746925354004,22145
8,0.2715483405466669,41.505324602127075,23667
9,0.296130649483034,48.59531116485596,25223
10,0.32009877507425066,55.92750906944275,26781
11,0.34301241628003976,61.80567121505737,28279
12,0.3671648393166802,67.87470054626465,29741
13,0.38988452273808527,75.92895722389221,31201
14,0.4123498881022757,83.72666144371033,32589
15,0.43400071094949866,91.50955986976624,33911
16,0.4544515527314338,99.70691800117493,35165
17,0.4750365311948326,108.72870063781738,36433
18,0.49399403052143687,118.01922035217285,37619
19,0.5131066464714479,125.2834095954895,38725
20,0.5319192106507978,135.21802854537964,39745
21,0.5491429108017417,143.37671756744385,40689
22,0.5651126363301864,151.67320919036865,41647
23,0.5821278822692367,163.33820223808289,42507
24,0.5978663982678649,172.77751994132996,43277
25,0.6121115769684959,184.35092878341675,44025
26,0.6267817035010921,193.83661341667175,44793
27,0.6404416414893543,203.13368153572083,45429
28,0.6535959468210846,212.34590864181519,46135
29,0.6664481295623741,222.14929461479187,46763
30,0.6782895480901656,231.89157605171204,47273
31,0.690101141551229,241.67918848991394,47785
32,0.7011650667513308,251.61133408546448,48343
33,0.7119897048110724,261.47596502304077,48801
34,0.722332586481442,274.4359459877014,49275
35,0.7318970128427198,284.68702960014343,49651
36,0.7411379872869216,294.85851407051086,50049
37,0.750090956440348,305.99047565460205,50377
38,0.7585263964648072,316.4131705760956,50705
39,0.7669565274005352,326.869163274765,51031
40,0.7747928006144092,338.72452569007874,51293
41,0.7821379548474143,354.4803249835968,51595
42,0.7891371407090483,365.8741042613983,51845
43,0.79666465435707,382.8544750213623,52083
44,0.8029624609179183,394.0770239830017,52329
45,0.8090020084183431,404.9183325767517,52547
46,0.8156596444509595,415.65570092201233,52771
47,0.8210808619155192,423.6256527900696,52989
48,0.8269797018112166,435.0229539871216,53131
49,0.8324423942477088,445.98522877693176,53307
50,0.8374711629788925,457.8341464996338,53501
51,0.841979989889144,465.55449771881104,53631
52,0.8464060744398603,473.5063326358795,53731
53,0.8507925993395095,486.45711493492126,53811
54,0.8549721972861694,494.955659866333,53909
55,0.8591768951608503,508.5074415206909,54047
56,0.8632393256616302,521.1380670070648,54145
57,0.866436527002811,528.8540585041046,54265
58,0.8699599546820356,537.5603764057159,54331
59,0.8742182154938198,545.595278263092,54405
60,0.8770160416805148,557.5443208217621,54515
61,0.8796365138155805,565.633894443512,54629
62,0.883243672122084,573.7666444778442,54709
63,0.8860339374467735,585.1068201065063,54835
64,0.8887905708365399,593.3232867717743,54907
65,0.8906328055623761,601.9906630516052,54935
66,0.8933095119640029,610.3976957798004,55071
67,0.8959394935544914,618.5850262641907,55159
68,0.8976715885657731,627.2583711147308,55189
69,0.9002463686771266,638.9410004615784,55259
70,0.9019640540266602,646.8697836399078,55319
71,0.9037379976454093,654.9425656795502,55383
72,0.9054764978240444,663.4265894889832,55419
73,0.907197768686454,672.7764332294464,55471
74,0.9089057016286458,681.0509099960327,55527
75,0.9097863439401772,689.3823986053467,55565
76,0.9114848825861949,697.7212116718292,55595
77,0.9132234349928657,705.6780400276184,55675
78,0.914931585339645,714.2429602146149,55701
79,0.9158008615429805,722.3308458328247,55753
80,0.9166701377463158,727.7768170833588,55753
81,0.917537693387572,733.9761066436768,55753
82,0.9192424026101927,743.8124551773071,55811
83,0.9201099582514489,752.7328541278839,55857
84,0.9209471118328136,761.2354598045349,55875
85,0.9218146674740697,769.0269103050232,55887
86,0.9226518210554344,777.0952243804932,55923
87,0.92437778874774,785.5754795074463,55959
88,0.9252362007987895,790.4062342643738,55959
89,0.9260830611648135,797.9833016395569,56025
90,0.9269530249008885,805.8802835941315,56031
91,0.9286467456329364,810.8147161006927,56031
92,0.9286582973179619,818.5992681980133,56057
93,0.9295167093690113,826.5254149436951,56135
94,0.9303635697350353,831.2353665828705,56135
95,0.931202452866221,836.2675583362579,56135
96,0.9320528876824323,844.3711321353912,56151
97,0.932891770813618,852.1686751842499,56179
98,0.9329033224986435,859.7811343669891,56199
99,0.9337306539448037,867.7652802467346,56215
100,0.9345695370759894,875.4632062911987,56237
step,cracktip_ratio,time,ELM
1,0.10491604716388658,0.8631305694580078,2175
2,0.11919480726921405,1.850107192993164,2919
3,0.13419212736956276,2.741551399230957,3697
4,0.15023152131430295,3.7190980911254883,4611
5,0.16766447637955506,5.088514566421509,5545
6,0.18507447187020853,6.674302339553833,6553
7,0.20359998276875924,8.510327100753784,7519
8,0.22179857914787404,10.226063013076782,8527
9,0.23984135515704064,12.631223917007446,9811
10,0.259489629576262,15.358512163162231,11127
11,0.27857833786053665,18.502765655517578,12515
12,0.29775009740747305,22.906620502471924,13877
13,0.31589491789419344,28.91895079612732,15543
14,0.3343844442941861,34.59706664085388,16963
15,0.35235299817746435,39.807483196258545,18253
16,0.3697195508151071,44.45479917526245,19293
17,0.38701490193597377,49.15026521682739,20307
18,0.40404761829126,54.01768493652344,21159
19,0.4196536666087277,60.42815041542053,22075
20,0.4357070218411889,67.0119857788086,22915
21,0.45074248748537504,72.59931921958923,23593
22,0.46555931481822854,78.50328707695007,24247
23,0.48004952002711554,84.3098611831665,24851
24,0.4934213885197769,90.28800535202026,25503
25,0.506487495694101,96.43630957603455,26039
26,0.5199022162690152,102.45605444908142,26639
27,0.5321002263681199,108.553546667099,27121
28,0.5444890628121746,114.5870885848999,27607
29,0.5558554169205401,120.76103711128235,28091
30,0.5665793362446272,128.7897243499756,28575
31,0.5771204513984722,135.70405316352844,29045
32,0.5874584902740563,143.80458760261536,29609
33,0.5970653124686716,150.9153299331665,30053
34,0.6070377430037712,158.62514448165894,30529
35,0.6147557071719082,168.60810256004333,30911
36,0.6234079642992747,177.99142575263977,31253
37,0.6319542339267077,189.7846691608429,31573
38,0.6399431278478529,197.0515820980072,31765
39,0.6469661477892915,204.23108792304993,31927
40,0.6551896990091748,210.72548174858093,32183
41,0.6622127189506135,216.60752511024475,32321
42,0.6704362701704968,222.79754662513733,32527
43,0.6770936817714512,228.80192351341248,32685
44,0.6841685548413858,235.11927318572998,32795
45,0.6906431622720981,243.09378623962402,32925
46,0.6962130508772671,249.32258534431458,33053
47,0.7020641069095123,255.2001714706421,33167
48,0.7072869912255322,261.273494720459,33295
49,0.7128017407269541,268.38599824905396,33422
50,0.7180313418992219,273.62859582901,33520
51,0.7216468975915645,277.4249618053436,33616
52,0.7264676385146882,284.11218643188477,33732
53,0.731691890807793,289.549519777298,33820
54,0.7361091203609352,294.95937848091125,33916
55,0.7397300249324409,298.91071605682373,33982
56,0.7441472544855832,304.67549109458923,34084
57,0.7481663215479071,309.0896234512329,34162
58,0.7513837147494313,315.3256642818451,34252
59,0.7554027818117554,319.5736918449402,34310
60,0.7590236863832609,323.9712677001953,34376
61,0.7626445909547666,329.78508138656616,34436
62,0.7666583091379275,334.0576820373535,34506
63,0.7690686795994893,338.3792657852173,34542
64,0.7722860728010137,344.6570258140564,34598
65,0.7759016284933563,349.82294487953186,34652
66,0.7791190216948807,354.9889802932739,34698
67,0.7823364148964049,359.4662735462189,34778
68,0.7847467853579668,363.7401387691498,34802
69,0.7867589933287102,368.2296533584595,34820
70,0.7899763865302345,372.72605180740356,34862
71,0.7930635130143483,377.172078371048,34923
72,0.7951251632565328,381.48261857032776,34981
73,0.7976344182609767,387.3718032836914,35033
74,0.7996960685031611,391.6285014152527,35087
75,0.802205323507605,395.95420837402344,35135
76,0.8042669737497895,400.33117175102234,35165
77,0.8063286239919739,404.8008816242218,35213
78,0.8088378789964178,409.1750783920288,35261
step,cracktip_ratio,time,ELM
1,0.08881853176065924,0.46335530281066895,1387
2,0.0941059627700338,0.8542978763580322,1547
3,0.10042318908914649,1.2172458171844482,1685
4,0.10725011911679394,1.8291139602661133,1913
5,0.11470438859043675,2.4309775829315186,2111
6,0.12222724016105058,3.0468738079071045,2341
7,0.12890793094804576,3.709003210067749,2581
8,0.13680996245813992,4.314379930496216,2863
9,0.14467559928496232,5.014750719070435,3123
10,0.15281369237638798,5.700011491775513,3385
11,0.16234694458351806,6.630802392959595,3661
12,0.17210617582905907,7.573665380477905,4013
13,0.18106141573497792,8.601691246032715,4405
14,0.19127710887177174,9.694287061691284,4719
15,0.2012940944374405,10.875038623809814,5057
16,0.211491714906766,12.37128758430481,5453
17,0.22179857914787404,13.85804033279419,5805
18,0.23300085783841273,15.441106796264648,6277
19,0.2433771236819241,17.054067611694336,6771
20,0.25418101314563335,18.345736980438232,7183
21,0.26616103691629567,20.506338596343994,7669
22,0.27787662819100767,22.428926706314087,8155
23,0.2893530917208308,24.81115412712097,8703
24,0.30108580107748983,27.28275227546692,9273
25,0.31270861329235744,29.94086194038391,9941
26,0.3242281617403967,32.329553842544556,10515
27,0.33585568509237784,34.83081674575806,11171
28,0.3474565078755679,37.372772216796875,11849
29,0.3592924990808437,40.12610626220703,12359
30,0.37048908634246225,43.003623962402344,12845
31,0.3818280766376331,46.59181785583496,13289
32,0.39321148587173793,49.800808906555176,13749
33,0.4049061557145853,53.00884246826172,14157
34,0.4157666576328356,56.35078716278076,14617
35,0.4275672098423039,59.69503998756409,15045
36,0.4383693322877612,63.22991394996643,15469
37,0.4494983291317909,66.90352392196655,15821
38,0.4598418095997424,70.46615552902222,16157
39,0.47064418431980537,74.47649002075195,16497
40,0.4813207374025097,78.77736043930054,16869
41,0.4918444098260455,82.79378342628479,17247
42,0.5023680822495813,86.86656856536865,17643
43,0.5131975159914544,91.217205286026,17995
step,cracktip_ratio,time,ELM
1,0.09433011411107117,0.6039304733276367,1817
2,0.10446399354896585,1.269878625869751,2241
3,0.11477053129144499,1.9387364387512207,2757
4,0.12595094331630807,2.8818302154541016,3271
5,0.13680996245813992,3.9570212364196777,3911
6,0.1493627099195476,4.921006202697754,4531
7,0.16172135439757718,6.057185649871826,5085
8,0.17467110472074032,7.939711570739746,5801
9,0.18825619254806025,10.220910549163818,6543
10,0.20193071818183195,12.42940354347229,7201
