step,cracktip_ratio,time,ELM
1,0.1010914808790161,3.2449028491973877,14875
2,0.12548259873020284,4.704108953475952,38467
3,0.15301691872944378,9.763731956481934,193159
4,0.1745109270517946,41.189525842666626,1323933
5,0.19361358317441102,229.61265087127686,5567190
step,cracktip_ratio,time,ELM
1,0.1010914808790161,0.7107338905334473,14875
2,0.12548259873020284,1.9036071300506592,38467
3,0.15301691872944378,6.173007011413574,193159
