0,0,0,4627
5,0.1,88.21444668215746,4829
7,0.10400000000000001,91.66836402644022,4907
10,0.10800000000000001,94.9842371834406,4974
12,0.11200000000000002,98.39415626997119,5085
15,0.11600000000000002,101.81641612158778,5085
18,0.12000000000000002,105.32452330157612,5085
21,0.12400000000000003,108.8323051177584,5085
24,0.12800000000000003,112.33916414714372,5085
28,0.13200000000000003,115.84119532258138,5085
32,0.13600000000000004,119.34235028966204,5085
36,0.14000000000000004,122.84217128423636,5085
40,0.14400000000000004,126.3413788671087,5085
44,0.14800000000000005,129.83954090833456,5085
48,0.15200000000000005,133.33580936717524,5085
53,0.15600000000000006,136.82971990535722,5085
58,0.16000000000000006,140.3222593603935,5085
63,0.16400000000000006,143.80438904522637,5085
68,0.16800000000000007,147.29276540125753,5085
73,0.17200000000000007,150.77930834156848,5085
79,0.17600000000000007,154.26355421001202,5085
85,0.18000000000000008,157.7374093237627,5085
91,0.18400000000000008,161.21658957914974,5085
97,0.18800000000000008,164.69144908728074,5085
104,0.1920000000000001,168.1835378956634,5085
111,0.1960000000000001,171.63685186727358,5085
120,0.2000000000000001,175.09395863183653,5085
131,0.2040000000000001,178.5389525315938,5085
142,0.2080000000000001,181.96316653550426,5085
156,0.2120000000000001,185.3388559266085,5128
175,0.2160000000000001,188.73403415931418,5143
227,0.2200000000000001,192.02210527508038,5143
279,0.22400000000000012,131.4414688381528,11013
331,0.22800000000000012,55.66761234174142,17593
383,0.23200000000000012,30.419088178265348,20603
435,0.23600000000000013,22.93740526141312,22115
